"Commodity code","Commodity","Trading partner code","Trading partner","Customs Regime code","Customs Regime","Locations of importers and exporters code","Locations of importers and exporters","Quantity","Unit","Supplementary Quantity","Supplementary Unit","US dollar",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","137","T¨¹rkiye","10","Ordinary Trade","37","Shandong Province","300","Kilogram","0","?","4,500",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","141","Viet Nam","10","Ordinary Trade","31","Shanghai Province","29000","Kilogram","0","?","551,000",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","141","Viet Nam","10","Ordinary Trade","37","Shandong Province","18742","Kilogram","0","?","532,662",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","141","Viet Nam","10","Ordinary Trade","64","Ningxia Hui Autonomous Region","10000","Kilogram","0","?","358,240",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","141","Viet Nam","10","Ordinary Trade","65","Xinjiang Uygur Autonomous Region","2550","Kilogram","0","?","66,286",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","141","Viet Nam","14","Processing and Assembling","44","Guangdong Province","12546","Kilogram","0","?","247,408",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","143","Taiwan£¬China","10","Ordinary Trade","12","Tianjin","500","Kilogram","0","?","2,870",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","143","Taiwan£¬China","10","Ordinary Trade","37","Shandong Province","1530","Kilogram","0","?","70,162",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","143","Taiwan£¬China","10","Ordinary Trade","46","Hainan Province","1785","Kilogram","0","?","32,526",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","145","Kazakhstan","10","Ordinary Trade","37","Shandong Province","20000","Kilogram","0","?","100,000",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","145","Kazakhstan","10","Ordinary Trade","46","Hainan Province","40000","Kilogram","0","?","160,000",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","145","Kazakhstan","10","Ordinary Trade","65","Xinjiang Uygur Autonomous Region","40000","Kilogram","0","?","120,000",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","149","Uzbekistan","10","Ordinary Trade","37","Shandong Province","119000","Kilogram","0","?","995,402",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","149","Uzbekistan","10","Ordinary Trade","65","Xinjiang Uygur Autonomous Region","40000","Kilogram","0","?","400,000",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","232","Morocco","10","Ordinary Trade","12","Tianjin","2000","Kilogram","0","?","11,767",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","301","Belgium","10","Ordinary Trade","37","Shandong Province","12363","Kilogram","0","?","70,598",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","304","Germany","10","Ordinary Trade","37","Shandong Province","10607","Kilogram","0","?","49,346",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","307","Italy","10","Ordinary Trade","12","Tianjin","2","Kilogram","0","?","3,296",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","307","Italy","10","Ordinary Trade","37","Shandong Province","92","Kilogram","0","?","2,002",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","309","Netherlands","10","Ordinary Trade","12","Tianjin","25075","Kilogram","0","?","135,396",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","310","Greece","10","Ordinary Trade","31","Shanghai Province","72","Kilogram","0","?","43,024",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","310","Greece","10","Ordinary Trade","35","Fujian Province","66","Kilogram","0","?","22,455",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","312","Spain","10","Ordinary Trade","37","Shandong Province","119","Kilogram","0","?","2,580",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","321","Hungary","10","Ordinary Trade","37","Shandong Province","133","Kilogram","0","?","5,950",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","344","Russia","10","Ordinary Trade","37","Shandong Province","1500","Kilogram","0","?","7,140",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","344","Russia","10","Ordinary Trade","65","Xinjiang Uygur Autonomous Region","80000","Kilogram","0","?","680,036",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","352","Czechia£¨Czech Republic£©","10","Ordinary Trade","37","Shandong Province","53","Kilogram","0","?","2,533",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","410","Brazil","10","Ordinary Trade","12","Tianjin","1800","Kilogram","0","?","6,060",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","410","Brazil","10","Ordinary Trade","37","Shandong Province","1131","Kilogram","0","?","15,706",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","502","United States","10","Ordinary Trade","12","Tianjin","22029","Kilogram","0","?","134,076",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","502","United States","10","Ordinary Trade","37","Shandong Province","6217","Kilogram","0","?","103,341",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","502","United States","10","Ordinary Trade","43","Hunan Province","567","Kilogram","0","?","89,149",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","502","United States","10","Ordinary Trade","44","Guangdong Province","717","Kilogram","0","?","59,511",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","502","United States","14","Processing and Assembling","12","Tianjin","23706","Kilogram","0","?","115,098",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","502","United States","14","Processing and Assembling","44","Guangdong Province","68335","Kilogram","0","?","239,173",
"05119190","Prdct of fish/crustaceans/aquatic invertebrates; dead animals of chptr 3","601","Australia","10","Ordinary Trade","37","Shandong Province","80","Kilogram","0","?","1,023",
"05119910","Animal semen, not bovine semen","133","Republic of Korea","10","Ordinary Trade","32","Jiangsu Province","0","Kilogram","0","?","8,001",
"05119910","Animal semen, not bovine semen","303","United Kingdom","10","Ordinary Trade","11","Beijing","26","Kilogram","0","?","16,453",
"05119910","Animal semen, not bovine semen","303","United Kingdom","10","Ordinary Trade","31","Shanghai Province","0","Kilogram","0","?","12",
"05119910","Animal semen, not bovine semen","303","United Kingdom","10","Ordinary Trade","32","Jiangsu Province","0","Kilogram","0","?","6,200",
"05119910","Animal semen, not bovine semen","303","United Kingdom","39","Other","11","Beijing","0","Kilogram","0","?","10",
"05119910","Animal semen, not bovine semen","303","United Kingdom","39","Other","32","Jiangsu Province","0","Kilogram","0","?","1",
"05119910","Animal semen, not bovine semen","304","Germany","10","Ordinary Trade","32","Jiangsu Province","0","Kilogram","0","?","39,348",
"05119910","Animal semen, not bovine semen","305","France","10","Ordinary Trade","11","Beijing","415","Kilogram","0","?","222,766",
"05119910","Animal semen, not bovine semen","331","Switzerland","10","Ordinary Trade","32","Jiangsu Province","0","Kilogram","0","?","18,969",
"05119910","Animal semen, not bovine semen","331","Switzerland","39","Other","31","Shanghai Province","0","Kilogram","0","?","30",
"05119910","Animal semen, not bovine semen","352","Czechia£¨Czech Republic£©","10","Ordinary Trade","11","Beijing","0","Kilogram","0","?","3",
"05119910","Animal semen, not bovine semen","502","United States","10","Ordinary Trade","31","Shanghai Province","0","Kilogram","0","?","3,000",
"05119910","Animal semen, not bovine semen","502","United States","39","Other","31","Shanghai Province","0","Kilogram","0","?","258",
"05119910","Animal semen, not bovine semen","601","Australia","39","Other","31","Shanghai Province","0","Kilogram","0","?","289",
"05119920","Animal embryo","502","United States","39","Other","32","Jiangsu Province","0","Kilogram","0","?","28",
"05119930","Silkworm graine","141","Viet Nam","10","Ordinary Trade","45","Guangxi Zhuang Autonomous Region","449","Kilogram","0","?","88,305",
"05119940","Horsehair and horsehair waste","103","Bangladesh","10","Ordinary Trade","12","Tianjin","8000","Kilogram","0","?","6,419",
"05119940","Horsehair and horsehair waste","103","Bangladesh","10","Ordinary Trade","13","Hebei Province","8500","Kilogram","0","?","11,085",
"05119940","Horsehair and horsehair waste","111","India","10","Ordinary Trade","13","Hebei Province","170","Kilogram","0","?","6,800",
"05119940","Horsehair and horsehair waste","111","India","10","Ordinary Trade","33","Zhejiang Province","12400","Kilogram","0","?","7,457",
"05119940","Horsehair and horsehair waste","111","India","10","Ordinary Trade","37","Shandong Province","12000","Kilogram","0","?","10,883",
"05119940","Horsehair and horsehair waste","116","Japan","10","Ordinary Trade","13","Hebei Province","2401","Kilogram","0","?","37,397",
"05119940","Horsehair and horsehair waste","116","Japan","10","Ordinary Trade","34","Anhui Province","6","Kilogram","0","?","3,180",
"05119940","Horsehair and horsehair waste","116","Japan","10","Ordinary Trade","41","Henan Province","23","Kilogram","0","?","8,740",
"05119940","Horsehair and horsehair waste","122","Malaysia","10","Ordinary Trade","13","Hebei Province","400","Kilogram","0","?","3,800",
"05119940","Horsehair and horsehair waste","124","Mongolia","19","Border Trade","15","Inner Mongolia Autonomous Region","24130","Kilogram","0","?","18,724",
"05119940","Horsehair and horsehair waste","133","Republic of Korea","10","Ordinary Trade","32","Jiangsu Province","4","Kilogram","0","?","1",
"05119940","Horsehair and horsehair waste","134","Sri Lanka","10","Ordinary Trade","13","Hebei Province","2250","Kilogram","0","?","14,483",
"05119940","Horsehair and horsehair waste","136","Thailand","10","Ordinary Trade","13","Hebei Province","100","Kilogram","0","?","5,133",
"05119940","Horsehair and horsehair waste","137","T¨¹rkiye","10","Ordinary Trade","13","Hebei Province","2000","Kilogram","0","?","14,800",
"05119940","Horsehair and horsehair waste","304","Germany","10","Ordinary Trade","13","Hebei Province","758","Kilogram","0","?","41,129",
"05119940","Horsehair and horsehair waste","312","Spain","10","Ordinary Trade","33","Zhejiang Province","1875","Kilogram","0","?","12,165",
"05119940","Horsehair and horsehair waste","315","Austria","10","Ordinary Trade","32","Jiangsu Province","100","Kilogram","0","?","7,460",
"05119940","Horsehair and horsehair waste","315","Austria","10","Ordinary Trade","44","Guangdong Province","154","Kilogram","0","?","6,659",
"05119940","Horsehair and horsehair waste","327","Poland","10","Ordinary Trade","13","Hebei Province","3000","Kilogram","0","?","34,980",
"05119940","Horsehair and horsehair waste","410","Brazil","10","Ordinary Trade","13","Hebei Province","20","Kilogram","0","?","629",
"05119940","Horsehair and horsehair waste","429","Mexico","10","Ordinary Trade","41","Henan Province","104","Kilogram","0","?","39,433",
"05119940","Horsehair and horsehair waste","502","United States","10","Ordinary Trade","13","Hebei Province","62","Kilogram","0","?","3,013",
"05119940","Horsehair and horsehair waste","502","United States","10","Ordinary Trade","33","Zhejiang Province","100","Kilogram","0","?","1,511",
"05119940","Horsehair and horsehair waste","502","United States","34","Entrepot Trade by Bonded Area","35","Fujian Province","475","Kilogram","0","?","6,698",
"05119990","Animal products, nes; dead animals of Chapter 1","110","Hong Kong£¬China","10","Ordinary Trade","37","Shandong Province","1390","Kilogram","0","?","20,226",
"05119990","Animal products, nes; dead animals of Chapter 1","110","Hong Kong£¬China","10","Ordinary Trade","44","Guangdong Province","3885","Kilogram","0","?","11,603",
"05119990","Animal products, nes; dead animals of Chapter 1","110","Hong Kong£¬China","34","Entrepot Trade by Bonded Area","44","Guangdong Province","2","Kilogram","0","?","726",
"05119990","Animal products, nes; dead animals of Chapter 1","116","Japan","10","Ordinary Trade","31","Shanghai Province","6","Kilogram","0","?","715",
"05119990","Animal products, nes; dead animals of Chapter 1","116","Japan","10","Ordinary Trade","33","Zhejiang Province","20000","Kilogram","0","?","39,900",
"05119990","Animal products, nes; dead animals of Chapter 1","116","Japan","10","Ordinary Trade","37","Shandong Province","21075","Kilogram","0","?","279,481",
"05119990","Animal products, nes; dead animals of Chapter 1","116","Japan","10","Ordinary Trade","44","Guangdong Province","16912","Kilogram","0","?","81,853",
"05119990","Animal products, nes; dead animals of Chapter 1","116","Japan","34","Entrepot Trade by Bonded Area","37","Shandong Province","16","Kilogram","0","?","336",
"05119990","Animal products, nes; dead animals of Chapter 1","121","Macao,China","10","Ordinary Trade","44","Guangdong Province","80","Kilogram","0","?","13,309",
"05119990","Animal products, nes; dead animals of Chapter 1","133","Republic of Korea","10","Ordinary Trade","31","Shanghai Province","0","Kilogram","0","?","750",
"05119990","Animal products, nes; dead animals of Chapter 1","133","Republic of Korea","10","Ordinary Trade","32","Jiangsu Province","0","Kilogram","0","?","621",
"05119990","Animal products, nes; dead animals of Chapter 1","133","Republic of Korea","10","Ordinary Trade","37","Shandong Province","3152","Kilogram","0","?","17,019",
"05119990","Animal products, nes; dead animals of Chapter 1","133","Republic of Korea","10","Ordinary Trade","43","Hunan Province","260","Kilogram","0","?","6,704",
"05119990","Animal products, nes; dead animals of Chapter 1","133","Republic of Korea","39","Other","32","Jiangsu Province","0","Kilogram","0","?","109",
"05119990","Animal products, nes; dead animals of Chapter 1","136","Thailand","10","Ordinary Trade","37","Shandong Province","4300","Kilogram","0","?","10,930",
"05119990","Animal products, nes; dead animals of Chapter 1","136","Thailand","10","Ordinary Trade","44","Guangdong Province","5616","Kilogram","0","?","11,232",
"05119990","Animal products, nes; dead animals of Chapter 1","138","United Arab Emirates","10","Ordinary Trade","33","Zhejiang Province","109","Kilogram","0","?","9,601",
"05119990","Animal products, nes; dead animals of Chapter 1","142","China","39","Other","32","Jiangsu Province","1","Kilogram","0","?","1,773",
